Unique Key,Created Date,Closed Date,Agency,Agency Name,Complaint Type,Descriptor,Location Type,Incident Zip,Incident Address,Street Name,Cross Street 1,Cross Street 2,Intersection Street 1,Intersection Street 2,Address Type,City,Landmark,Facility Type,Status,Due Date,Resolution Action Updated Date,Community Board,Borough,X Coordinate (State Plane),Y Coordinate (State Plane),Park Facility Name,Park Borough,School Name,School Number,School Region,School Code,School Phone Number,School Address,School City,School State,School Zip,School Not Found,School or Citywide Complaint,Vehicle Type,Taxi Company Borough,Taxi Pick Up Location,Bridge Highway Name,Bridge Highway Direction,Road Ramp,Bridge Highway Segment,Garage Lot Name,Ferry Direction,Ferry Terminal Name,Latitude,Longitude,Location
30982169,07/02/2015 01:21:37 AM,07/02/2015 02:36:28 AM,NYPD,New York City Police Department,Illegal Fireworks,N/A,Street/Sidewalk,11216,853 ST JOHN'S PLACE,ST JOHN'S PLACE,NOSTRAND AVENUE,NEW YORK AVENUE,,,ADDRESS,BROOKLYN,,Precinct,Closed,07/02/2015 09:21:37 AM,07/02/2015 02:36:28 AM,08 BROOKLYN,BROOKLYN,998208,183966,Unspecified,BROOKLYN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.671609916198506,-73.94968256742162,"(40.671609916198506, -73.94968256742162)"
30982309,07/01/2015 09:58:47 PM,07/01/2015 10:07:26 PM,NYPD,New York City Police Department,Illegal Fireworks,N/A,Street/Sidewalk,10026,FREDERICK DOUGLAS BOULEVARD,FREDERICK DOUGLAS BOULEVARD,WEST 115 STREET,WEST 116 STREET,,,BLOCKFACE,NEW YORK,,Precinct,Closed,07/02/2015 05:58:47 AM,07/01/2015 10:07:26 PM,10 MANHATTAN,MANHATTAN,996537,232228,Unspecified,MANHATTAN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.8040795872338,-73.9556182342944,"(40.8040795872338, -73.9556182342944)"
30984678,07/01/2015 10:45:06 PM,07/02/2015 02:10:51 AM,NYPD,New York City Police Department,Illegal Fireworks,N/A,Street/Sidewalk,11213,ST MARKS AVENUE,ST MARKS AVENUE,NEW YORK AVENUE,BROOKLYN AVENUE,,,BLOCKFACE,BROOKLYN,,Precinct,Closed,07/02/2015 06:45:06 AM,07/02/2015 02:10:52 AM,08 BROOKLYN,BROOKLYN,999271,185194,Unspecified,BROOKLYN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.67497875999227,-73.94584780485899,"(40.67497875999227, -73.94584780485899)"
30989589,07/02/2015 11:48:38 PM,07/03/2015 01:58:58 AM,NYPD,New York City Police Department,Illegal Fireworks,N/A,Street/Sidewalk,11223,,,,,MCDONALD AVENUE,AVENUE W,INTERSECTION,BROOKLYN,,Precinct,Closed,07/03/2015 07:48:38 AM,07/03/2015 01:58:58 AM,15 BROOKLYN,BROOKLYN,991501,155070,Unspecified,BROOKLYN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.5923045556018,-73.97389179117302,"(40.5923045556018, -73.97389179117302)"
30992594,07/02/2015 10:06:35 PM,07/02/2015 10:31:03 PM,NYPD,New York City Police Department,Illegal Fireworks,N/A,Street/Sidewalk,10026,WEST 115 STREET,WEST 115 STREET,7 AVENUE,8 AVENUE,,,BLOCKFACE,NEW YORK,,Precinct,Closed,07/03/2015 06:06:35 AM,07/02/2015 10:31:04 PM,10 MANHATTAN,MANHATTAN,,,Unspecified,MANHATTAN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,,,
30991966,07/03/2015 12:36:07 AM,07/03/2015 06:27:10 AM,NYPD,New York City Police Department,Illegal Fireworks,N/A,Street/Sidewalk,10027,WEST 129 STREET,WEST 129 STREET,5 AVENUE,LENOX AVENUE,,,BLOCKFACE,NEW YORK,,Precinct,Closed,07/03/2015 08:36:07 AM,07/03/2015 06:27:10 AM,10 MANHATTAN,MANHATTAN,,,Unspecified,MANHATTAN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,,,
30992697,07/02/2015 10:58:20 PM,07/02/2015 11:12:32 PM,NYPD,New York City Police Department,Illegal Fireworks,N/A,Street/Sidewalk,10026,1902 ADAM CLAYTON POWELL JR BOULEVARD,ADAM CLAYTON POWELL JR BOULEVARD,WEST 115 STREET,ST NICHOLAS AVENUE,,,ADDRESS,NEW YORK,,Precinct,Closed,07/03/2015 06:58:20 AM,07/02/2015 11:12:32 PM,10 MANHATTAN,MANHATTAN,997275,231707,Unspecified,MANHATTAN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.802648528357416,-73.95295352214427,"(40.802648528357416, -73.95295352214427)"
30992897,07/02/2015 09:09:30 PM,07/03/2015 08:11:05 AM,NYPD,New York City Police Department,Illegal Fireworks,N/A,Street/Sidewalk,10457,,,EAST MT EDEN AVENUE,EAST 173 STREET,,,PLACENAME,BRONX,BRONX LEBANON HOSPITAL,Precinct,Closed,07/03/2015 05:09:30 AM,07/03/2015 08:11:05 AM,04 BRONX,BRONX,1008828,246606,Unspecified,BRONX,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.84351745664355,-73.91116937715205,"(40.84351745664355, -73.91116937715205)"
30994720,07/02/2015 09:20:51 PM,07/03/2015 12:35:51 PM,NYPD,New York City Police Department,Illegal Fireworks,N/A,Park/Playground,10455,,,,,WILLIS AVENUE,3 AVENUE,INTERSECTION,BRONX,,Precinct,Closed,07/03/2015 05:20:51 AM,07/03/2015 12:35:51 PM,01 BRONX,BRONX,1006777,236405,Unspecified,BRONX,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.81552411478635,-73.9186164184422,"(40.81552411478635, -73.9186164184422)"
30995437,07/03/2015 03:07:43 PM,07/03/2015 09:47:30 PM,NYPD,New York City Police Department,Illegal Fireworks,N/A,Residential Building/House,11426,76-12 251 STREET,251 STREET,ELKMONT AVENUE,SHILOH AVENUE,,,ADDRESS,BELLEROSE,,Precinct,Closed,07/03/2015 11:07:43 PM,07/03/2015 09:47:31 PM,13 QUEENS,QUEENS,1061723,211045,Unspecified,QUEENS,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.74560699653135,-73.72040559943038,"(40.74560699653135, -73.72040559943038)"
30996131,07/03/2015 11:59:35 AM,07/03/2015 12:42:08 PM,NYPD,New York City Police Department,Illegal Fireworks,N/A,Street/Sidewalk,10465,,,,,KEARNEY AVENUE,CONNELL PLACE,INTERSECTION,BRONX,,Precinct,Closed,07/03/2015 07:59:35 PM,07/03/2015 12:42:08 PM,10 BRONX,BRONX,1032829,245813,Unspecified,BRONX,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.84124148709908,-73.82443008622401,"(40.84124148709908, -73.82443008622401)"
30996185,07/03/2015 05:07:49 PM,07/03/2015 09:40:57 PM,NYPD,New York City Police Department,Illegal Fireworks,N/A,Residential Building/House,11223,2426 WEST 1 STREET,WEST 1 STREET,AVENUE X,AVENUE Y,,,ADDRESS,BROOKLYN,,Precinct,Closed,07/04/2015 01:07:49 AM,07/03/2015 09:40:57 PM,15 BROOKLYN,BROOKLYN,992296,154132,Unspecified,BROOKLYN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.58972924754082,-73.97103040301027,"(40.58972924754082, -73.97103040301027)"
30996689,07/03/2015 09:23:22 AM,07/03/2015 10:03:49 AM,NYPD,New York City Police Department,Illegal Fireworks,N/A,Park/Playground,11375,,,,,GRAND CENTRAL PARKWAY,72 ROAD,INTERSECTION,FOREST HILLS,,Precinct,Closed,07/03/2015 05:23:22 PM,07/03/2015 10:03:49 AM,06 QUEENS,QUEENS,1029719,202246,Unspecified,QUEENS,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.72167841557099,-73.83596479807059,"(40.72167841557099, -73.83596479807059)"
30996690,07/03/2015 10:16:05 PM,07/04/2015 02:02:10 AM,NYPD,New York City Police Department,Illegal Fireworks,N/A,Street/Sidewalk,11434,,,,,145 AVENUE,167 STREET,INTERSECTION,JAMAICA,,Precinct,Closed,07/04/2015 06:16:05 AM,07/04/2015 02:02:10 AM,13 QUEENS,QUEENS,1046681,181205,Unspecified,QUEENS,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.66382248326387,-73.77496746139704,"(40.66382248326387, -73.77496746139704)"
30996698,07/03/2015 09:39:11 PM,07/03/2015 10:26:59 PM,NYPD,New York City Police Department,Illegal Fireworks,N/A,Residential Building/House,10467,2750 BRONX PARK EAST,BRONX PARK EAST,ALLERTON AVENUE,BRITTON STREET,,,ADDRESS,BRONX,,Precinct,Closed,07/04/2015 05:39:11 AM,07/03/2015 10:26:59 PM,11 BRONX,BRONX,1020089,254814,Unspecified,BRONX,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.86600742098356,-73.87042566591654,"(40.86600742098356, -73.87042566591654)"
30996848,07/03/2015 08:55:43 PM,07/03/2015 09:45:17 PM,NYPD,New York City Police Department,Illegal Fireworks,N/A,Street/Sidewalk,10011,401 WEST 18 STREET,WEST 18 STREET,9 AVENUE,10 AVENUE,,,ADDRESS,NEW YORK,,Precinct,Closed,07/04/2015 04:55:43 AM,07/03/2015 09:45:17 PM,04 MANHATTAN,MANHATTAN,983259,210144,Unspecified,MANHATTAN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.743473282167066,-74.00357632603372,"(40.743473282167066, -74.00357632603372)"
30997028,07/04/2015 12:41:40 AM,07/04/2015 04:15:47 AM,NYPD,New York City Police Department,Illegal Fireworks,N/A,Street/Sidewalk,11234,,,,,EAST   57 STREET,AVENUE U,INTERSECTION,BROOKLYN,,Precinct,Closed,07/04/2015 08:41:40 AM,07/04/2015 04:15:47 AM,18 BROOKLYN,BROOKLYN,1007138,162640,Unspecified,BROOKLYN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.613056071061884,-73.9175630228431,"(40.613056071061884, -73.9175630228431)"
30997395,07/03/2015 11:47:16 PM,07/04/2015 12:09:47 AM,NYPD,New York City Police Department,Illegal Fireworks,N/A,Street/Sidewalk,10025,,,,,WEST  103 STREET,WEST END AVENUE,INTERSECTION,NEW YORK,,Precinct,Closed,07/04/2015 07:47:16 AM,07/04/2015 12:09:47 AM,07 MANHATTAN,MANHATTAN,992566,230631,Unspecified,MANHATTAN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.7997008897356,-73.96996382538403,"(40.7997008897356, -73.96996382538403)"
30997441,07/03/2015 06:47:42 PM,07/03/2015 08:03:17 PM,NYPD,New York City Police Department,Illegal Fireworks,N/A,Street/Sidewalk,11207,120 JEROME STREET,JEROME STREET,ARLINGTON AVENUE,FULTON STREET,,,ADDRESS,BROOKLYN,,Precinct,Closed,07/04/2015 02:47:42 AM,07/03/2015 08:03:17 PM,05 BROOKLYN,BROOKLYN,1015233,186796,Unspecified,BROOKLYN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.679334409630634,-73.88829589292385,"(40.679334409630634, -73.88829589292385)"
30998558,07/03/2015 10:40:18 PM,07/03/2015 11:15:59 PM,NYPD,New York City Police Department,Illegal Fireworks,N/A,Street/Sidewalk,11238,LINCOLN PLACE,LINCOLN PLACE,CLASSON AVENUE,FRANKLIN AVENUE,,,BLOCKFACE,BROOKLYN,,Precinct,Closed,07/04/2015 06:40:18 AM,07/03/2015 11:15:59 PM,08 BROOKLYN,BROOKLYN,995378,184107,Unspecified,BROOKLYN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.672000939150465,-73.95988424836897,"(40.672000939150465, -73.95988424836897)"
30999392,07/03/2015 11:02:29 PM,07/04/2015 03:04:10 AM,NYPD,New York City Police Department,Illegal Fireworks,N/A,Street/Sidewalk,10469,,,,,EASTCHESTER ROAD,CHESTER STREET,INTERSECTION,BRONX,,Precinct,Closed,07/04/2015 07:02:29 AM,07/04/2015 03:04:10 AM,12 BRONX,BRONX,1026446,259542,Unspecified,BRONX,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.87895621248139,-73.84741247778744,"(40.87895621248139, -73.84741247778744)"
30999942,07/03/2015 09:19:58 PM,07/04/2015 12:30:28 AM,NYPD,New York City Police Department,Illegal Fireworks,N/A,Street/Sidewalk,11204,,,,,70 STREET,18 AVENUE,INTERSECTION,BROOKLYN,,Precinct,Closed,07/04/2015 05:19:58 AM,07/04/2015 12:30:28 AM,11 BROOKLYN,BROOKLYN,986171,163797,Unspecified,BROOKLYN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.616261149721886,-73.99308069671558,"(40.616261149721886, -73.99308069671558)"
31000016,07/03/2015 10:14:17 PM,07/03/2015 10:50:32 PM,NYPD,New York City Police Department,Illegal Fireworks,N/A,Street/Sidewalk,11427,,,,,211 STREET,85 AVENUE,INTERSECTION,QUEENS VILLAGE,,Precinct,Closed,07/04/2015 06:14:17 AM,07/03/2015 10:50:32 PM,11 QUEENS,QUEENS,1051312,205187,Unspecified,QUEENS,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.72961337751675,-73.7580363287154,"(40.72961337751675, -73.7580363287154)"
31000493,07/04/2015 02:20:42 PM,07/04/2015 05:50:38 PM,NYPD,New York City Police Department,Illegal Fireworks,N/A,Street/Sidewalk,11208,,,,,SUTTER AVENUE,PINE STREET,INTERSECTION,BROOKLYN,,Precinct,Closed,07/04/2015 10:20:42 PM,07/04/2015 05:50:38 PM,05 BROOKLYN,BROOKLYN,1020209,184499,Unspecified,BROOKLYN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.67301085426539,-73.87036802371313,"(40.67301085426539, -73.87036802371313)"
31001198,07/04/2015 07:00:20 PM,07/04/2015 11:13:03 PM,NYPD,New York City Police Department,Illegal Fireworks,N/A,Street/Sidewalk,10308,,,,,HYLAN BOULEVARD,HEINZ AVENUE,INTERSECTION,STATEN ISLAND,,Precinct,Closed,07/05/2015 03:00:20 AM,07/04/2015 11:13:03 PM,03 STATEN ISLAND,STATEN ISLAND,942828,135580,Unspecified,STATEN ISLAND,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.53871453865886,-74.14902600031594,"(40.53871453865886, -74.14902600031594)"
31001199,07/04/2015 07:25:01 AM,07/04/2015 02:27:50 PM,NYPD,New York City Police Department,Illegal Fireworks,N/A,Street/Sidewalk,11418,,,,,109 STREET,86 AVENUE,INTERSECTION,RICHMOND HILL,,Precinct,Closed,07/04/2015 03:25:01 PM,07/04/2015 02:27:50 PM,09 QUEENS,QUEENS,1028679,193683,Unspecified,QUEENS,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.69818033560951,-73.83977322755017,"(40.69818033560951, -73.83977322755017)"
31001211,07/04/2015 06:48:20 PM,07/04/2015 07:39:01 PM,NYPD,New York City Police Department,Illegal Fireworks,N/A,Street/Sidewalk,11234,,,,,EAST   58 STREET,FARRAGUT ROAD,INTERSECTION,BROOKLYN,,Precinct,Closed,07/05/2015 02:48:20 AM,07/04/2015 07:39:01 PM,18 BROOKLYN,BROOKLYN,1006171,171190,Unspecified,BROOKLYN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.636526464844486,-73.92101815212433,"(40.636526464844486, -73.92101815212433)"
31001212,07/04/2015 07:35:09 PM,07/04/2015 07:59:01 PM,NYPD,New York City Police Department,Illegal Fireworks,N/A,Street/Sidewalk,11419,LIBERTY AVENUE,LIBERTY AVENUE,LEFFERTS BOULEVARD,120 STREET,,,BLOCKFACE,SOUTH RICHMOND HILL,,Precinct,Closed,07/05/2015 03:35:09 AM,07/04/2015 07:59:01 PM,10 QUEENS,QUEENS,1033134,189401,Unspecified,QUEENS,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.68640377062923,-73.82373802777866,"(40.68640377062923, -73.82373802777866)"
31001287,07/04/2015 11:54:13 PM,07/05/2015 03:16:16 AM,NYPD,New York City Police Department,Illegal Fireworks,N/A,Street/Sidewalk,10033,812 WEST 181 STREET,WEST 181 STREET,FT WASHINGTON AVENUE,PINEHURST AVENUE,,,ADDRESS,NEW YORK,,Precinct,Closed,07/05/2015 07:54:13 AM,07/05/2015 03:16:16 AM,12 MANHATTAN,MANHATTAN,1001173,249345,Unspecified,MANHATTAN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.85105319145829,-73.93882940813697,"(40.85105319145829, -73.93882940813697)"
31001947,07/04/2015 09:55:46 PM,07/04/2015 10:05:31 PM,NYPD,New York City Police Department,Illegal Fireworks,N/A,Street/Sidewalk,10040,65 ARDEN STREET,ARDEN STREET,SHERMAN AVENUE,DONGAN PLACE,,,ADDRESS,NEW YORK,,Precinct,Closed,07/05/2015 05:55:46 AM,07/04/2015 10:05:31 PM,12 MANHATTAN,MANHATTAN,1004214,253712,Unspecified,MANHATTAN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.863032943232454,-73.92782427929585,"(40.863032943232454, -73.92782427929585)"
31002129,07/04/2015 11:13:12 PM,07/05/2015 12:11:05 AM,NYPD,New York City Police Department,Illegal Fireworks,N/A,Street/Sidewalk,10026,444 MANHATTAN AVENUE,MANHATTAN AVENUE,WEST 118 STREET,WEST 119 STREET,,,ADDRESS,NEW YORK,,Precinct,Closed,07/05/2015 07:13:12 AM,07/05/2015 12:11:05 AM,10 MANHATTAN,MANHATTAN,996567,233226,Unspecified,MANHATTAN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.80681878022126,-73.95550804060782,"(40.80681878022126, -73.95550804060782)"
31002650,07/04/2015 03:51:40 PM,07/04/2015 05:22:00 PM,NYPD,New York City Police Department,Illegal Fireworks,N/A,Street/Sidewalk,10033,WEST 182 STREET,WEST 182 STREET,ST NICHOLAS AVENUE,WADSWORTH AVENUE,,,BLOCKFACE,NEW YORK,,Precinct,Closed,07/04/2015 11:51:40 PM,07/04/2015 05:22:01 PM,12 MANHATTAN,MANHATTAN,1002529,249019,Unspecified,MANHATTAN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.850155715129006,-73.93392884375126,"(40.850155715129006, -73.93392884375126)"
31002651,07/04/2015 09:43:21 PM,07/04/2015 10:49:51 PM,NYPD,New York City Police Department,Illegal Fireworks,N/A,Street/Sidewalk,11208,38 HILL STREET,HILL STREET,EUCLID AVENUE,CRESCENT STREET,,,ADDRESS,BROOKLYN,,Precinct,Closed,07/05/2015 05:43:21 AM,07/04/2015 10:49:51 PM,05 BROOKLYN,BROOKLYN,1019822,186583,Unspecified,BROOKLYN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.678732521855494,-73.87175215514122,"(40.678732521855494, -73.87175215514122)"
31002690,07/04/2015 03:44:46 PM,07/04/2015 06:02:39 PM,NYPD,New York City Police Department,Illegal Fireworks,N/A,Street/Sidewalk,11228,15 AVENUE,15 AVENUE,CROPSEY AVENUE,INDEPENDENCE AVENUE,,,BLOCKFACE,BROOKLYN,,Precinct,Closed,07/04/2015 11:44:46 PM,07/04/2015 06:02:39 PM,11 BROOKLYN,BROOKLYN,979916,159894,Unspecified,BROOKLYN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.60554736563991,-74.01560824996835,"(40.60554736563991, -74.01560824996835)"
31002691,07/04/2015 09:40:14 PM,07/05/2015 02:52:35 AM,NYPD,New York City Police Department,Illegal Fireworks,N/A,Street/Sidewalk,10457,ANTHONY AVENUE,ANTHONY AVENUE,EAST 180 STREET,EAST 181 STREET,,,BLOCKFACE,BRONX,,Precinct,Closed,07/05/2015 05:40:14 AM,07/05/2015 02:52:35 AM,05 BRONX,BRONX,1011506,250358,Unspecified,BRONX,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.853807722493926,-73.90147521623344,"(40.853807722493926, -73.90147521623344)"
31003158,07/04/2015 11:15:07 PM,07/05/2015 04:50:42 AM,NYPD,New York City Police Department,Illegal Fireworks,N/A,Street/Sidewalk,10312,TYNAN STREET,TYNAN STREET,ANNADALE ROAD,BILLINGS STREET,,,BLOCKFACE,STATEN ISLAND,,Precinct,Closed,07/05/2015 07:15:07 AM,07/05/2015 04:50:42 AM,03 STATEN ISLAND,STATEN ISLAND,934814,144224,Unspecified,STATEN ISLAND,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.5623995815762,-74.17792146189606,"(40.5623995815762, -74.17792146189606)"
31003388,07/04/2015 11:23:37 AM,07/04/2015 01:40:28 PM,NYPD,New York City Police Department,Illegal Fireworks,N/A,Street/Sidewalk,10314,ROCKVILLE AVENUE,ROCKVILLE AVENUE,MULBERRY AVENUE,BEND,,,BLOCKFACE,STATEN ISLAND,,Precinct,Closed,07/04/2015 07:23:37 PM,07/04/2015 01:40:28 PM,02 STATEN ISLAND,STATEN ISLAND,938159,156777,Unspecified,STATEN ISLAND,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.59687304489765,-74.16596834756827,"(40.59687304489765, -74.16596834756827)"
31003438,07/04/2015 09:53:04 AM,07/04/2015 06:07:54 PM,NYPD,New York City Police Department,Illegal Fireworks,N/A,Street/Sidewalk,11223,WEST 1 STREET,WEST 1 STREET,AVENUE P,QUENTIN ROAD,,,BLOCKFACE,BROOKLYN,,Precinct,Closed,07/04/2015 05:53:04 PM,07/04/2015 06:07:54 PM,11 BROOKLYN,BROOKLYN,991249,160614,Unspecified,BROOKLYN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.60752191428332,-73.97479340714136,"(40.60752191428332, -73.97479340714136)"
31003439,07/04/2015 10:02:27 PM,07/04/2015 10:52:19 PM,NYPD,New York City Police Department,Illegal Fireworks,N/A,Street/Sidewalk,10029,,,,,LEXINGTON AVENUE,EAST   99 STREET,INTERSECTION,NEW YORK,,Precinct,Closed,07/05/2015 06:02:27 AM,07/04/2015 10:52:19 PM,11 MANHATTAN,MANHATTAN,998228,226298,Unspecified,MANHATTAN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.78780083537432,-73.9495225321851,"(40.78780083537432, -73.9495225321851)"
31003571,07/04/2015 11:51:03 PM,07/05/2015 12:00:18 AM,NYPD,New York City Police Department,Illegal Fireworks,N/A,Street/Sidewalk,10011,260 WEST 21 STREET,WEST 21 STREET,7 AVENUE,8 AVENUE,,,ADDRESS,NEW YORK,,Precinct,Closed,07/05/2015 07:51:03 AM,07/05/2015 12:00:18 AM,04 MANHATTAN,MANHATTAN,984741,210152,Unspecified,MANHATTAN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.74349528206407,-73.99822807602217,"(40.74349528206407, -73.99822807602217)"
31004247,07/04/2015 09:18:39 PM,07/04/2015 09:51:52 PM,NYPD,New York City Police Department,Illegal Fireworks,N/A,Street/Sidewalk,11419,112 STREET,112 STREET,ATLANTIC AVENUE,95 AVENUE,,,BLOCKFACE,SOUTH RICHMOND HILL,,Precinct,Closed,07/05/2015 05:18:39 AM,07/04/2015 09:51:53 PM,09 QUEENS,QUEENS,1030428,191280,Unspecified,QUEENS,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.691575715982935,-73.8334822002698,"(40.691575715982935, -73.8334822002698)"
